condition_id,corruption_type,effect,horizontal_gradient_mean,image_height,image_width,input_timestamp_ns,intensity_mean,intensity_std,jpeg_bytes,luminance_mean,luminance_std,modality,point_count,points_0_5m,points_20_40m,points_40m_plus,points_5_20m,rain_rate_mm_per_hour,range_mean_m,range_std_m,severity,vertical_gradient_mean
scene-0434,clean,surrounding_environment,2.1546077728271484,900,1600,1538985542262460000,,,142047,105.577392578125,53.5675048828125,image,,,,,,,,,0,2.420515775680542
scene-0434,clean,surrounding_environment,,,,1538985542348487000,33.15846633911133,26.47821807861328,,,,lidar,34720,15142,2424,2000,15154,,10.448128700256348,14.939266204833984,0,
scene-0434,clean,surrounding_environment,2.1649413108825684,900,1600,1538985542362460000,,,142356,105.67423248291016,53.58579635620117,image,,,,,,,,,0,2.4185950756073
scene-0434,clean,surrounding_environment,,,,1538985542398270000,33.0975227355957,26.201139450073242,,,,lidar,34720,15174,2449,1983,15114,,10.43541431427002,14.911691665649414,0,
scene-0434,clean,surrounding_environment,2.1729719638824463,900,1600,1538985542412460000,,,142682,105.75330352783203,53.65335464477539,image,,,,,,,,,0,2.421692132949829
scene-0434,clean,surrounding_environment,,,,1538985542448587000,33.191471099853516,26.245481491088867,,,,lidar,34752,15321,2416,1970,15045,,10.3900728225708,14.896125793457031,0,
scene-0434,clean,surrounding_environment,,,,1538985542498348000,33.22760009765625,26.514554977416992,,,,lidar,34688,15445,2436,1966,14841,,10.396408081054688,14.954782485961914,0,
scene-0434,clean,surrounding_environment,2.147935628890991,900,1600,1538985542512460000,,,141640,105.935302734375,53.43065643310547,image,,,,,,,,,0,2.3931875228881836
scene-0434,clean,surrounding_environment,,,,1538985542548105000,33.03314971923828,26.31843376159668,,,,lidar,34720,15517,2463,1888,14852,,10.335217475891113,14.813791275024414,0,
scene-0434,clean,surrounding_environment,,,,1538985542598422000,32.84841537475586,26.161563873291016,,,,lidar,34720,15649,2459,1853,14759,,10.298437118530273,14.798768043518066,0,
scene-0434,clean,surrounding_environment,2.1531131267547607,900,1600,1538985542612460000,,,142332,105.73384094238281,53.58930969238281,image,,,,,,,,,0,2.4142255783081055
scene-0434,clean,surrounding_environment,,,,1538985542648191000,32.82638168334961,26.419511795043945,,,,lidar,34720,15634,2429,1857,14800,,10.316174507141113,14.903470039367676,0,
scene-0434,clean,surrounding_environment,2.138474702835083,900,1600,1538985542662460000,,,141547,106.32968139648438,53.48091125488281,image,,,,,,,,,0,2.403287649154663
scene-0434,clean,surrounding_environment,,,,1538985542698509000,32.75077819824219,26.210161209106445,,,,lidar,34688,15550,2410,1877,14851,,10.350314140319824,14.9287691116333,0,
scene-0434,clean,surrounding_environment,,,,1538985542748283000,32.78614807128906,26.308277130126953,,,,lidar,34720,15551,2385,1826,14958,,10.240782737731934,14.716097831726074,0,
scene-0434,clean,surrounding_environment,,,,1538985542798059000,32.765018463134766,26.347291946411133,,,,lidar,34688,15456,2322,1858,15052,,10.294133186340332,14.879226684570312,0,
scene-0434,clean,surrounding_environment,2.1522319316864014,900,1600,1538985542762460000,,,141741,106.37193298339844,53.648460388183594,image,,,,,,,,,0,2.389843463897705
scene-0434,clean,surrounding_environment,,,,1538985542848359000,32.73565673828125,26.35317039489746,,,,lidar,34720,15367,2292,1863,15198,,10.280915260314941,14.8145112991333,0,
scene-0434,clean,surrounding_environment,2.1661899089813232,900,1600,1538985542862463000,,,142121,106.17240905761719,53.96898651123047,image,,,,,,,,,0,2.3884565830230713
scene-0434,clean,surrounding_environment,,,,1538985542898142000,32.720394134521484,26.48897361755371,,,,lidar,34688,15265,2282,1835,15306,,10.269444465637207,14.770614624023438,0,
scene-0434,clean,surrounding_environment,2.1498310565948486,900,1600,1538985542912460000,,,141429,106.33224487304688,53.9764404296875,image,,,,,,,,,0,2.381863832473755
scene-0434,clean,surrounding_environment,,,,1538985542947900000,32.7393913269043,26.521717071533203,,,,lidar,34688,15207,2274,1863,15344,,10.310689926147461,14.8627347946167,0,
scene-0434,clean,surrounding_environment,,,,1538985542998238000,32.43873977661133,26.41582489013672,,,,lidar,34720,15125,2263,1863,15469,,10.309127807617188,14.860812187194824,0,
scene-0434,clean,surrounding_environment,2.1543993949890137,900,1600,1538985543012460000,,,141907,106.15384674072266,54.069156646728516,image,,,,,,,,,0,2.38818621635437
scene-0434,clean,surrounding_environment,,,,1538985543047978000,32.36486053466797,26.46567726135254,,,,lidar,34720,14996,2218,1840,15666,,10.224725723266602,14.632475852966309,0,
scene-0434,clean,surrounding_environment,,,,1538985543098326000,32.37929153442383,26.536142349243164,,,,lidar,34720,14891,2181,1882,15766,,10.256814956665039,14.732772827148438,0,
scene-0434,clean,surrounding_environment,2.1503961086273193,900,1600,1538985543112460000,,,141632,106.25927734375,53.96150207519531,image,,,,,,,,,0,2.390279531478882
scene-0434,clean,surrounding_environment,,,,1538985543148069000,32.38280487060547,26.50066566467285,,,,lidar,34720,14839,2198,1873,15810,,10.259464263916016,14.735363960266113,0,
scene-0434,clean,surrounding_environment,2.147886276245117,900,1600,1538985543162460000,,,142006,105.85572052001953,54.05914306640625,image,,,,,,,,,0,2.3857243061065674
scene-0434,clean,surrounding_environment,,,,1538985543198396000,32.41630172729492,26.51235580444336,,,,lidar,34720,14758,2169,1935,15858,,10.325807571411133,14.849841117858887,0,
scene-0434,clean,surrounding_environment,,,,1538985543248173000,32.20567321777344,26.349225997924805,,,,lidar,34720,14662,2131,1901,16026,,10.244166374206543,14.696181297302246,0,
scene-0434,clean,surrounding_environment,,,,1538985543297927000,32.22988510131836,26.255416870117188,,,,lidar,34752,14534,2120,1929,16169,,10.267366409301758,14.661195755004883,0,
scene-0434,clean,surrounding_environment,2.086643695831299,900,1600,1538985543262460000,,,140993,105.4569320678711,54.238643646240234,image,,,,,,,,,0,2.3766720294952393
scene-0434,clean,surrounding_environment,,,,1538985543348236000,32.303924560546875,26.489547729492188,,,,lidar,34752,14489,2096,1935,16232,,10.26622486114502,14.729888916015625,0,
scene-0434,clean,surrounding_environment,2.0637147426605225,900,1600,1538985543362460000,,,140495,105.3242416381836,54.8465690612793,image,,,,,,,,,0,2.3894402980804443
scene-0434,clean,surrounding_environment,,,,1538985543398006000,32.26042556762695,26.605308532714844,,,,lidar,34720,14392,2087,1919,16322,,10.251228332519531,14.691033363342285,0,
scene-0434,clean,surrounding_environment,2.082336187362671,900,1600,1538985543412460000,,,141387,105.32394409179688,55.168521881103516,image,,,,,,,,,0,2.407956838607788
scene-0434,clean,surrounding_environment,,,,1538985543448326000,32.24412536621094,26.47248077392578,,,,lidar,34720,14272,2078,1933,16437,,10.295877456665039,14.806395530700684,0,
scene-0434,clean,surrounding_environment,,,,1538985543498093000,32.257083892822266,26.526275634765625,,,,lidar,34720,14222,2065,1907,16526,,10.236103057861328,14.696913719177246,0,
scene-0434,clean,surrounding_environment,2.0626752376556396,900,1600,1538985543512460000,,,140207,104.62203216552734,54.501094818115234,image,,,,,,,,,0,2.348212480545044
scene-0434,clean,surrounding_environment,,,,1538985543548414000,32.225059509277344,26.72271728515625,,,,lidar,34720,14194,2051,1886,16589,,10.167332649230957,14.643536567687988,0,
scene-0434,clean,surrounding_environment,,,,1538985543598176000,32.22235107421875,26.559898376464844,,,,lidar,34720,14201,2041,1902,16576,,10.180303573608398,14.719642639160156,0,
scene-0434,clean,surrounding_environment,2.105076789855957,900,1600,1538985543612460000,,,141598,104.47184753417969,55.23908233642578,image,,,,,,,,,0,2.3625144958496094
scene-0434,clean,surrounding_environment,,,,1538985543647943000,32.120792388916016,26.51775360107422,,,,lidar,34688,14261,2066,1833,16528,,10.091068267822266,14.547396659851074,0,
scene-0434,clean,surrounding_environment,,,,1538985543698258000,32.226871490478516,26.695886611938477,,,,lidar,34720,14274,2069,1812,16565,,10.036162376403809,14.396711349487305,0,
scene-0434,clean,surrounding_environment,2.098505973815918,900,1600,1538985543662460000,,,141030,105.21516418457031,55.36667251586914,image,,,,,,,,,0,2.354126214981079
scene-0434,clean,surrounding_environment,,,,1538985543748031000,31.965059280395508,26.528228759765625,,,,lidar,34688,14375,2028,1817,16468,,9.986435890197754,14.397130966186523,0,
scene-0434,clean,surrounding_environment,2.093594551086426,900,1600,1538985543762460000,,,140943,105.26280212402344,55.726226806640625,image,,,,,,,,,0,2.341949462890625
scene-0434,clean,surrounding_environment,,,,1538985543798361000,32.12886047363281,26.692800521850586,,,,lidar,34720,14418,2013,1833,16456,,9.971293449401855,14.376321792602539,0,
scene-0434,clean,surrounding_environment,,,,1538985543848113000,32.16659927368164,26.77322006225586,,,,lidar,34688,14498,1995,1841,16354,,9.95359992980957,14.356647491455078,0,
scene-0434,clean,surrounding_environment,2.0399153232574463,900,1600,1538985543862460000,,,140181,105.04808807373047,56.420841217041016,image,,,,,,,,,0,2.3363494873046875
scene-0434,clean,surrounding_environment,,,,1538985543897876000,32.04756546020508,26.753602981567383,,,,lidar,34688,14542,1983,1853,16310,,9.944558143615723,14.350695610046387,0,
scene-0434,clean,surrounding_environment,2.0373003482818604,900,1600,1538985543912460000,,,140170,104.79055786132812,56.75689697265625,image,,,,,,,,,0,2.34955096244812
scene-0434,clean,surrounding_environment,,,,1538985543948205000,32.262107849121094,27.020668029785156,,,,lidar,34688,14573,1961,1886,16268,,9.91279411315918,14.275350570678711,0,
scene-0434,clean,surrounding_environment,,,,1538985543997990000,32.35017776489258,26.9866886138916,,,,lidar,34688,14500,2005,1909,16274,,9.967610359191895,14.230780601501465,0,
scene-0434,clean,surrounding_environment,2.0473546981811523,900,1600,1538985544012460000,,,140402,105.53123474121094,57.02238845825195,image,,,,,,,,,0,2.3558127880096436
scene-0434,clean,surrounding_environment,,,,1538985544047735000,32.393287658691406,26.995874404907227,,,,lidar,34720,14492,2014,1896,16318,,9.930553436279297,14.122169494628906,0,
scene-0434,clean,surrounding_environment,,,,1538985544098060000,32.60017776489258,27.21683120727539,,,,lidar,34688,14553,2056,1848,16231,,9.910110473632812,14.155817985534668,0,
scene-0434,clean,surrounding_environment,2.0620226860046387,900,1600,1538985544112460000,,,141044,104.6236343383789,57.23761749267578,image,,,,,,,,,0,2.3516671657562256
scene-0434,clean,surrounding_environment,,,,1538985544147816000,32.812095642089844,27.3815860748291,,,,lidar,34688,14533,2053,1867,16235,,9.926298141479492,14.210171699523926,0,
scene-0434,clean,surrounding_environment,,,,1538985544197601000,32.91351318359375,27.212297439575195,,,,lidar,34688,14449,2072,1888,16279,,9.955845832824707,14.187909126281738,0,
scene-0434,clean,surrounding_environment,2.0531721115112305,900,1600,1538985544162460000,,,140129,104.39028930664062,57.13327407836914,image,,,,,,,,,0,2.3301897048950195
scene-0434,clean,surrounding_environment,,,,1538985544247928000,32.99030303955078,27.395597457885742,,,,lidar,34656,14492,2084,1894,16186,,9.922653198242188,14.164995193481445,0,
scene-0434,clean,surrounding_environment,2.0504398345947266,900,1600,1538985544262460000,,,139807,104.24483489990234,57.2153434753418,image,,,,,,,,,0,2.332369327545166
scene-0434,clean,surrounding_environment,,,,1538985544297686000,33.141258239746094,27.300798416137695,,,,lidar,34688,14500,2079,1905,16204,,9.900915145874023,14.075299263000488,0,
scene-0434,clean,surrounding_environment,,,,1538985544347457000,33.58397674560547,27.63848876953125,,,,lidar,34688,14472,2161,1897,16158,,9.92395305633545,14.083751678466797,0,
scene-0434,clean,surrounding_environment,2.062572479248047,900,1600,1538985544362460000,,,139950,103.93294525146484,57.50133514404297,image,,,,,,,,,0,2.3244049549102783
scene-0434,clean,surrounding_environment,,,,1538985544397756000,33.732704162597656,28.09888458251953,,,,lidar,34688,14526,2142,1876,16144,,9.827522277832031,13.957711219787598,0,
scene-0434,clean,surrounding_environment,2.035529136657715,900,1600,1538985544412460000,,,138800,104.00426483154297,57.087581634521484,image,,,,,,,,,0,2.2933523654937744
scene-0434,clean,surrounding_environment,,,,1538985544447533000,33.75080490112305,27.889358520507812,,,,lidar,34720,14579,2167,1862,16112,,9.852066040039062,14.049914360046387,0,
scene-0434,clean,surrounding_environment,,,,1538985544497293000,34.03274917602539,28.01683235168457,,,,lidar,34720,14579,2226,1823,16092,,9.856751441955566,14.081853866577148,0,
scene-0434,clean,surrounding_environment,2.0388693809509277,900,1600,1538985544512460000,,,138956,102.89444732666016,57.19731903076172,image,,,,,,,,,0,2.2905263900756836
scene-0434,clean,surrounding_environment,,,,1538985544547613000,34.2164192199707,27.91998863220215,,,,lidar,34752,14435,2292,1793,16232,,9.877933502197266,13.99727725982666,0,
scene-0434,clean,surrounding_environment,,,,1538985544597388000,34.22151184082031,27.577180862426758,,,,lidar,34752,14399,2295,1816,16242,,9.992605209350586,14.199942588806152,0,
scene-0434,clean,surrounding_environment,2.0118045806884766,900,1600,1538985544612460000,,,137353,102.45204162597656,57.53987121582031,image,,,,,,,,,0,2.2568652629852295
scene-0434,clean,surrounding_environment,,,,1538985544647694000,34.319175720214844,27.807662963867188,,,,lidar,34752,14399,2309,1808,16236,,9.968023300170898,14.13456916809082,0,
scene-0434,clean,surrounding_environment,,,,1538985544697480000,34.52415084838867,28.079208374023438,,,,lidar,34784,14408,2315,1789,16272,,9.993157386779785,14.202483177185059,0,
scene-0434,clean,surrounding_environment,2.0130422115325928,900,1600,1538985544662460000,,,137649,102.45420837402344,57.69955062866211,image,,,,,,,,,0,2.265558958053589
scene-0434,clean,surrounding_environment,,,,1538985544747783000,34.58302688598633,27.977481842041016,,,,lidar,34784,14367,2351,1787,16279,,10.023600578308105,14.213539123535156,0,
scene-0434,clean,surrounding_environment,1.9999353885650635,900,1600,1538985544762460000,,,136810,101.90110778808594,57.64505386352539,image,,,,,,,,,0,2.241563558578491
scene-0434,clean,surrounding_environment,,,,1538985544798116000,34.683013916015625,27.849674224853516,,,,lidar,34784,14400,2370,1790,16224,,10.018240928649902,14.19096851348877,0,
scene-0434,clean,surrounding_environment,,,,1538985544847867000,34.798194885253906,28.09295082092285,,,,lidar,34816,14549,2489,1715,16063,,9.922735214233398,13.94715404510498,0,
scene-0434,clean,surrounding_environment,1.9749969244003296,900,1600,1538985544862460000,,,135492,101.45710754394531,57.85707473754883,image,,,,,,,,,0,2.196179151535034
scene-0434,clean,surrounding_environment,,,,1538985544898197000,34.81085968017578,28.005064010620117,,,,lidar,34784,14745,2441,1706,15892,,9.840424537658691,13.915886878967285,0,
scene-0434,clean,surrounding_environment,1.9871267080307007,900,1600,1538985544912460000,,,135644,102.3462142944336,58.51700973510742,image,,,,,,,,,0,2.2059621810913086
scene-0434,clean,surrounding_environment,,,,1538985544947967000,34.92772674560547,27.964237213134766,,,,lidar,34784,14751,2449,1745,15839,,9.93254566192627,14.008442878723145,0,
scene-0434,clean,surrounding_environment,,,,1538985544998286000,34.779266357421875,27.765291213989258,,,,lidar,34784,14915,2469,1731,15669,,9.888147354125977,13.909950256347656,0,
scene-0434,clean,surrounding_environment,1.9979188442230225,900,1600,1538985545012460000,,,135319,102.02899169921875,59.4953498840332,image,,,,,,,,,0,2.2019355297088623
scene-0434,clean,surrounding_environment,,,,1538985545048611000,34.77860641479492,27.99066162109375,,,,lidar,34784,14966,2487,1714,15617,,9.860633850097656,13.909086227416992,0,
scene-0434,clean,surrounding_environment,,,,1538985545098366000,34.7789192199707,27.848955154418945,,,,lidar,34752,15034,2516,1707,15495,,9.817455291748047,13.838990211486816,0,
scene-0434,clean,surrounding_environment,1.9904725551605225,900,1600,1538985545112460000,,,134867,101.62164306640625,59.467342376708984,image,,,,,,,,,0,2.1859219074249268
scene-0434,clean,surrounding_environment,,,,1538985545148713000,34.80150604248047,27.66027069091797,,,,lidar,34752,15082,2557,1698,15415,,9.851293563842773,13.823385238647461,0,
scene-0434,clean,surrounding_environment,,,,1538985545198472000,34.70840835571289,27.672321319580078,,,,lidar,34720,15244,2559,1667,15250,,9.764219284057617,13.677696228027344,0,
scene-0434,clean,surrounding_environment,2.0085434913635254,900,1600,1538985545162460000,,,135323,101.68225860595703,59.70513153076172,image,,,,,,,,,0,2.202721118927002
scene-0434,clean,surrounding_environment,,,,1538985545248757000,34.80490493774414,27.710691452026367,,,,lidar,34752,15362,2585,1654,15151,,9.771167755126953,13.698347091674805,0,
scene-0434,clean,surrounding_environment,2.034201145172119,900,1600,1538985545262460000,,,136282,101.716064453125,60.4573860168457,image,,,,,,,,,0,2.232591152191162
scene-0434,clean,surrounding_environment,,,,1538985545298542000,34.69527816772461,27.602983474731445,,,,lidar,34720,15488,2599,1640,14993,,9.74495792388916,13.566194534301758,0,
scene-0434,clean,surrounding_environment,,,,1538985545348298000,34.707000732421875,27.53660774230957,,,,lidar,34720,15616,2678,1621,14805,,9.761910438537598,13.590805053710938,0,
