condition_id,frame_count,iqr_ms,maximum_ms,median_ms,metric,minimum_ms,modality,normalized_range,p0_ms,p0_p99_range_ms,p1_ms,p25_ms,p50_ms,p5_ms,p75_ms,p95_ms,p99_ms,primary_range_ms,sample_count,width_ms
clear,384,0.8888061046600342,11.629131317138672,9.715469360351562,range_std_m,9.393902778625488,lidar,0.22070334181177392,9.393902778625488,2.1442365550994875,9.438918085098267,9.6303870677948,9.715469360351562,9.504759693145752,10.519193172454834,11.383420085906982,11.538139333724976,2.1442365550994875,384,2.1442365550994875
r15,229,0.2306593656539917,2.3530726432800293,1.8371371030807495,horizontal_gradient_mean,1.7208303213119507,image,0.34013982069847026,1.7208303213119507,0.6248834848403932,1.7234253883361816,1.8107956647872925,1.8371371030807495,1.7584359884262084,2.041455030441284,2.3262367725372313,2.345713806152344,0.6248834848403932,229,0.6248834848403932
r15,229,0.0,900.0,900.0,image_height,900.0,image,0.0,900.0,0.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,0.0,229,0.0
r15,229,0.0,1600.0,1600.0,image_width,1600.0,image,0.0,1600.0,0.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,0.0,229,0.0
r15,229,3411.0,230310.0,226097.0,jpeg_bytes,220754.0,image,0.041210807750655755,220754.0,9317.640000000014,221504.28,224512.0,226097.0,222793.4,227923.0,229269.8,230071.64,9317.640000000014,229,9317.640000000014
r15,229,1.908233642578125,103.0433120727539,100.34028625488281,luminance_mean,97.39385223388672,image,0.0539486497743808,97.39385223388672,5.413222961425788,97.53832580566406,99.2765121459961,100.34028625488281,97.99653472900391,101.18474578857422,101.84429779052735,102.8070751953125,5.413222961425788,229,5.413222961425788
r15,229,2.1001930236816406,62.97650146484375,59.379215240478516,luminance_std,53.460201263427734,image,0.156648814187161,53.460201263427734,9.301683654785158,54.10413177490234,58.5252799987793,59.379215240478516,56.46701354980469,60.62547302246094,61.99952621459961,62.76188491821289,9.301683654785158,229,9.301683654785158
r15,229,0.3410559892654419,2.3849785327911377,2.2371363639831543,vertical_gradient_mean,1.7552238702774048,image,0.27978425552821357,1.7552238702774048,0.6259155321121215,1.762837562561035,1.9676035642623901,2.2371363639831543,1.7825433492660523,2.308659553527832,2.3706573009490968,2.3811394023895263,0.6259155321121215,229,0.6259155321121215
r15,384,2.4721503257751465,17.33466911315918,15.178975582122803,intensity_mean,12.742729187011719,lidar,0.30054176315181597,12.742729187011719,4.56191608428955,12.79254695892334,14.244199275970459,15.178975582122803,12.87349534034729,16.716349601745605,17.251855182647706,17.30464527130127,4.56191608428955,384,4.56191608428955
r15,384,2.959958553314209,22.88202476501465,20.367989540100098,intensity_std,16.08949851989746,lidar,0.32586894135213657,16.08949851989746,6.63729518890381,16.409158515930176,18.821642875671387,20.367989540100098,16.691745376586915,21.781601428985596,22.35468521118164,22.72679370880127,6.63729518890381,384,6.63729518890381
r15,384,105.0,33479.0,33159.0,point_count,32786.0,lidar,0.019854036611477926,32786.0,658.3399999999965,32940.83,33114.0,33159.0,33029.0,33219.0,33365.35,33444.34,658.3399999999965,384,658.3399999999965
r15,384,3431.0,17020.0,15237.5,points_0_5m,12074.0,lidar,0.32271435602953247,12074.0,4917.360000000001,12141.32,12989.0,15237.5,12400.6,16420.0,16923.4,16991.36,4917.360000000001,384,4917.360000000001
r15,384,1087.75,3134.0,1630.0,points_20_40m,1489.0,lidar,0.9653435582822087,1489.0,1573.5100000000002,1519.83,1576.75,1630.0,1551.0,2664.5,2972.5499999999997,3062.51,1573.5100000000002,384,1573.5100000000002
r15,384,155.25,1140.0,599.0,points_40m_plus,370.0,lidar,1.2387312186978297,370.0,742.0,383.66,545.25,599.0,397.0,700.5,1050.85,1112.0,742.0,384,742.0
r15,384,2323.5,17663.0,15669.0,points_5_20m,13949.0,lidar,0.2342638330461421,13949.0,3670.6800000000003,13972.83,14550.0,15669.0,14034.65,16873.5,17556.0,17619.68,3670.6800000000003,384,3670.6800000000003
r15,384,1.722329020500183,9.988557815551758,8.020203113555908,range_mean_m,7.419790267944336,lidar,0.31134747141502017,7.419790267944336,2.4970699596405037,7.461528015136719,7.584748387336731,8.020203113555908,7.484081983566284,9.307077407836914,9.808662128448486,9.91686022758484,2.4970699596405037,384,2.4970699596405037
r15,384,0.9815692901611328,11.008731842041016,9.162950992584229,range_std_m,8.863947868347168,lidar,0.21330405788354256,8.863947868347168,1.9544946289062501,8.90831491470337,9.072400093078613,9.162950992584229,8.971379899978638,10.053969383239746,10.706281232833861,10.818442497253418,1.9544946289062501,384,1.9544946289062501
r25,229,0.24188172817230225,2.509728193283081,1.9855618476867676,horizontal_gradient_mean,1.8668181896209717,image,0.31742797413560186,1.8668181896209717,0.6302728748321531,1.878579716682434,1.9519790410995483,1.9855618476867676,1.905306077003479,2.1938607692718506,2.469726085662842,2.497091064453125,0.6302728748321531,229,0.6302728748321531
r25,229,0.0,900.0,900.0,image_height,900.0,image,0.0,900.0,0.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,0.0,229,0.0
r25,229,0.0,1600.0,1600.0,image_width,1600.0,image,0.0,1600.0,0.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,0.0,229,0.0
r25,229,2924.0,239550.0,235503.0,jpeg_bytes,230353.0,image,0.03841513696216186,230353.0,9046.880000000005,230875.32,233704.0,235503.0,231991.0,236628.0,238325.2,239399.88,9046.880000000005,229,9046.880000000005
r25,229,1.9053268432617188,103.06704711914062,100.37611389160156,luminance_mean,97.39769744873047,image,0.054221127841162606,97.39769744873047,5.442506103515626,97.51806518554687,99.30415344238281,100.37611389160156,97.98455657958985,101.20948028564453,101.8801513671875,102.8402035522461,5.442506103515626,229,5.442506103515626
r25,229,2.048717498779297,61.88655090332031,58.48038864135742,luminance_std,52.3581657409668,image,0.15977255997165873,52.3581657409668,9.34356140136719,53.00908874511719,57.67412185668945,58.48038864135742,55.12246398925781,59.72283935546875,61.046478271484375,61.701727142333986,9.34356140136719,229,9.34356140136719
r25,229,0.33632922172546387,2.3616769313812256,2.220454692840576,vertical_gradient_mean,1.7452572584152222,image,0.2772227196013599,1.7452572584152222,0.6155604887008668,1.7531206703186035,1.9520502090454102,2.220454692840576,1.7702807426452636,2.288379430770874,2.347953939437866,2.360817747116089,0.6155604887008668,229,0.6155604887008668
r25,384,2.537740468978882,17.09162139892578,14.932551860809326,intensity_mean,12.45405101776123,lidar,0.30918742664053855,12.45405101776123,4.616957283020021,12.493568725585938,13.93836522102356,14.932551860809326,12.594883632659911,16.47610569000244,17.01856231689453,17.07100830078125,4.616957283020021,384,4.616957283020021
r25,384,2.967756748199463,22.666378021240234,20.16769790649414,intensity_std,15.907732963562012,lidar,0.3270936784367074,15.907732963562012,6.596726493835451,16.23874885559082,18.626905918121338,20.16769790649414,16.484815406799317,21.5946626663208,22.178887271881102,22.504459457397463,6.596726493835451,384,6.596726493835451
r25,384,97.0,33429.0,33093.0,point_count,32706.0,lidar,0.020402804218414842,32706.0,675.1900000000023,32822.0,33044.0,33093.0,32918.85,33141.0,33303.4,33381.19,675.1900000000023,384,675.1900000000023
r25,384,3396.5,17104.0,15325.5,points_0_5m,12207.0,lidar,0.3179361195393298,12207.0,4872.529999999999,12267.49,13108.5,15325.5,12525.6,16505.0,17018.85,17079.53,4872.529999999999,384,4872.529999999999
r25,384,1037.0,3053.0,1597.5,points_20_40m,1461.0,lidar,0.9632300469483569,1461.0,1538.7600000000002,1490.32,1545.0,1597.5,1513.15,2582.0,2890.5499999999997,2999.76,1538.7600000000002,384,1538.7600000000002
r25,384,95.0,1036.0,546.5,points_40m_plus,310.0,lidar,1.2867154620311072,310.0,703.19,325.49,490.75,546.5,345.15,585.75,942.0,1013.19,703.19,384,703.19
r25,384,2311.0,17583.0,15612.5,points_5_20m,13898.0,lidar,0.2341181745396316,13898.0,3655.1699999999983,13924.49,14504.25,15612.5,13978.5,16815.25,17487.25,17553.17,3655.1699999999983,384,3655.1699999999983
r25,384,1.4890596866607666,9.793644905090332,7.919927597045898,range_mean_m,7.288072109222412,lidar,0.30763805465037286,7.288072109222412,2.4364711189270025,7.323482046127319,7.468210935592651,7.919927597045898,7.3556183815002445,8.957270622253418,9.577050876617431,9.724543228149415,2.4364711189270025,384,2.4364711189270025
r25,384,0.4703238010406494,10.740333557128906,8.92687177658081,range_std_m,8.614840507507324,lidar,0.2168338134802257,8.614840507507324,1.9356476497650146,8.64461992263794,8.849939823150635,8.92687177658081,8.720433759689332,9.320263624191284,10.332896757125853,10.550488157272339,1.9356476497650146,384,1.9356476497650146
r50,229,0.23916125297546387,2.880722761154175,2.360318183898926,horizontal_gradient_mean,2.2004342079162598,image,0.2836147303425128,2.2004342079162598,0.6694210052490233,2.210393009185791,2.3205976486206055,2.360318183898926,2.265369987487793,2.5597589015960693,2.84661226272583,2.869855213165283,0.6694210052490233,229,0.6694210052490233
r50,229,0.0,900.0,900.0,image_height,900.0,image,0.0,900.0,0.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,0.0,229,0.0
r50,229,0.0,1600.0,1600.0,image_width,1600.0,image,0.0,1600.0,0.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,0.0,229,0.0
r50,229,2668.0,260100.0,255146.0,jpeg_bytes,248197.0,image,0.04447414421546877,248197.0,11347.399999999994,248644.68,253894.0,255146.0,251703.4,256562.0,258540.6,259544.4,11347.399999999994,229,11347.399999999994
r50,229,1.8969497680664062,103.07396697998047,100.38786315917969,luminance_mean,97.41203308105469,image,0.05400429760120769,97.41203308105469,5.421376037597653,97.53464263916015,99.3158187866211,100.38786315917969,97.99784088134766,101.2127685546875,101.8877944946289,102.83340911865234,5.421376037597653,229,5.421376037597653
r50,229,1.9336204528808594,59.915653228759766,56.84740447998047,luminance_std,50.37169647216797,image,0.16174175554948045,50.37169647216797,9.194598999023441,50.9382421875,56.165184020996094,56.84740447998047,52.7542724609375,58.09880447387695,59.12071533203125,59.56629547119141,9.194598999023441,229,9.194598999023441
r50,229,0.3169395923614502,2.336235284805298,2.195976734161377,vertical_gradient_mean,1.7381263971328735,image,0.26732305212888546,1.7381263971328735,0.5870352029800414,1.746089310646057,1.9399964809417725,2.195976734161377,1.7614480257034302,2.2569360733032227,2.3168209075927733,2.325161600112915,0.5870352029800414,229,0.5870352029800414
r50,384,2.623854160308838,16.640254974365234,14.456260204315186,intensity_mean,11.929912567138672,lidar,0.3247467150004246,11.929912567138672,4.694623012542724,11.966772804260254,13.395224571228027,14.456260204315186,12.071955299377441,16.019078731536865,16.574548625946044,16.624535579681396,4.694623012542724,384,4.694623012542724
r50,384,3.0544519424438477,22.349489212036133,19.848576545715332,intensity_std,15.580534934997559,lidar,0.3317941409062843,15.580534934997559,6.585641403198242,15.920358371734618,18.29416513442993,19.848576545715332,16.154961776733398,21.34861707687378,21.901363182067872,22.1661763381958,6.585641403198242,384,6.585641403198242
r50,384,157.25,33195.0,32837.5,point_count,32334.0,lidar,0.024439436619718275,32334.0,802.5299999999988,32517.56,32749.75,32837.5,32608.0,32907.0,33049.1,33136.53,802.5299999999988,384,802.5299999999988
r50,384,3322.5,17304.0,15520.5,points_0_5m,12431.0,lidar,0.3109854708289038,12431.0,4826.6500000000015,12513.64,13350.75,15520.5,12778.05,16673.25,17193.95,17257.65,4826.6500000000015,384,4826.6500000000015
r50,384,963.75,2927.0,1537.0,points_20_40m,1405.0,lidar,0.9521275211450881,1405.0,1463.4200000000005,1426.83,1494.0,1537.0,1458.15,2457.75,2751.85,2868.4200000000005,1463.4200000000005,384,1463.4200000000005
r50,384,68.25,663.0,292.0,points_40m_plus,77.0,lidar,1.8807876712328768,77.0,549.19,87.83,252.75,292.0,102.75000000000001,321.0,539.6999999999999,626.19,549.19,384,549.19
r50,384,2285.75,17464.0,15490.0,points_5_20m,13781.0,lidar,0.23632795351839905,13781.0,3660.720000000001,13796.83,14396.75,15490.0,13871.05,16682.5,17368.4,17441.72,3660.720000000001,384,3660.720000000001
r50,384,1.4520522356033325,8.955284118652344,7.4141130447387695,range_mean_m,6.841780662536621,lidar,0.28241468224439586,6.841780662536621,2.09385437965393,6.865658559799194,7.0222426652908325,7.4141130447387695,6.892811489105225,8.474294900894165,8.897793626785278,8.935635042190551,2.09385437965393,384,2.09385437965393
r50,384,0.7356879711151123,9.101896286010742,7.64850378036499,range_std_m,7.329626083374023,lidar,0.22426644264443893,7.329626083374023,1.7153027343749994,7.366057205200195,7.562060117721558,7.64850378036499,7.4061020612716675,8.29774808883667,8.98820071220398,9.044928817749023,1.7153027343749994,384,1.7153027343749994
r7p5,229,0.23509418964385986,2.263472318649292,1.729813814163208,horizontal_gradient_mean,1.609542727470398,image,0.37052102271904996,1.609542727470398,0.6409323835372924,1.6206470823287964,1.6988061666488647,1.729813814163208,1.6536178112030029,1.9339003562927246,2.2247182369232177,2.2504751110076904,0.6409323835372924,229,0.6409323835372924
r7p5,229,0.0,900.0,900.0,image_height,900.0,image,0.0,900.0,0.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,0.0,229,0.0
r7p5,229,0.0,1600.0,1600.0,image_width,1600.0,image,0.0,1600.0,0.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,0.0,229,0.0
r7p5,229,3146.0,222762.0,218677.0,jpeg_bytes,213126.0,image,0.0436444619232933,213126.0,9544.040000000008,214075.4,217183.0,218677.0,215526.2,220329.0,221970.0,222670.04,9544.040000000008,229,9544.040000000008
r7p5,229,1.8946456909179688,103.10144805908203,100.3247299194336,luminance_mean,97.32344818115234,image,0.055255125130392144,97.32344818115234,5.543455505371099,97.4836328125,99.27935791015625,100.3247299194336,97.92979583740234,101.17400360107422,101.82389678955079,102.86690368652344,5.543455505371099,229,5.543455505371099
r7p5,229,2.1006698608398438,64.05215454101562,60.21975326538086,luminance_std,54.517494201660156,image,0.15489241236374934,54.517494201660156,9.327582855224613,55.1011994934082,59.318946838378906,60.21975326538086,57.72803268432617,61.41961669921875,62.97160110473633,63.84507705688477,9.327582855224613,229,9.327582855224613
r7p5,229,0.3435400724411011,2.408540725708008,2.2544381618499756,vertical_gradient_mean,1.7760330438613892,image,0.27813577467118333,1.7760330438613892,0.6270399045944215,1.783817672729492,1.9861005544662476,2.2544381618499756,1.7996272325515748,2.3296406269073486,2.3922311782836916,2.4030729484558107,0.6270399045944215,229,0.6270399045944215
r7p5,384,2.4122297763824463,17.545095443725586,15.43269681930542,intensity_mean,13.007399559020996,lidar,0.2931434166058211,13.007399559020996,4.523993473052979,13.035165100097656,14.53461480140686,15.43269681930542,13.10499448776245,16.946844577789307,17.486757659912108,17.531393032073975,4.523993473052979,384,4.523993473052979
r7p5,384,2.910170078277588,23.104154586791992,20.580291748046875,intensity_std,16.310598373413086,lidar,0.32336604726598706,16.310598373413086,6.654967594146729,16.655444202423094,19.05883264541626,20.580291748046875,16.925322437286376,21.969002723693848,22.571121597290038,22.965565967559815,6.654967594146729,384,6.654967594146729
r7p5,384,120.25,33498.0,33186.5,point_count,32823.0,lidar,0.019586277552619286,32823.0,650.0,32997.0,33134.0,33186.5,33058.0,33254.25,33391.25,33473.0,650.0,384,650.0
r7p5,384,3452.0,16930.0,15148.0,points_0_5m,11968.0,lidar,0.3243444679165565,11968.0,4913.169999999998,12033.45,12880.75,15148.0,12282.0,16332.75,16827.4,16881.17,4913.169999999998,384,4913.169999999998
r7p5,384,1137.0,3218.0,1668.0,points_20_40m,1507.0,lidar,0.9847182254196644,1507.0,1642.5100000000002,1541.66,1613.0,1668.0,1586.15,2750.0,3052.85,3149.51,1642.5100000000002,384,1642.5100000000002
r7p5,384,153.5,1177.0,619.0,points_40m_plus,378.0,lidar,1.257447495961228,378.0,778.3600000000001,395.83,566.0,619.0,410.0,719.5,1093.0,1156.3600000000001,778.3600000000001,384,778.3600000000001
r7p5,384,2336.5,17710.0,15721.5,points_5_20m,14003.0,lidar,0.23433959863880663,14003.0,3684.1699999999983,14021.83,14605.75,15721.5,14083.75,16942.25,17616.7,17687.17,3684.1699999999983,384,3684.1699999999983
r7p5,384,1.773573875427246,10.10510540008545,8.096643447875977,range_mean_m,7.501295566558838,lidar,0.31657862017025795,7.501295566558838,2.5632242107391363,7.541806683540345,7.656964540481567,8.096643447875977,7.5609148979187015,9.430538415908813,9.962352561950684,10.064519777297974,2.5632242107391363,384,2.5632242107391363
r7p5,384,0.9685389995574951,11.117783546447754,9.266568183898926,range_std_m,9.016519546508789,lidar,0.21767327408757367,9.016519546508789,2.0170842361450205,9.045111303329469,9.185325145721436,9.266568183898926,9.095536136627198,10.15386414527893,10.897438287734985,11.03360378265381,2.0170842361450205,384,2.0170842361450205
