scene,scene_token,lidar_token,sample_token,timestamp,is_key_frame,raw_point_count,centerpoint_point_count,centerpoint_point_density_per_m3,centerpoint_voxel_count,centerpoint_voxel_density_pct,centerpoint_points_per_voxel,pointpillars_point_count,pointpillars_point_density_per_m3,pointpillars_voxel_count,pointpillars_voxel_density_pct,pointpillars_points_per_voxel,threedssd_point_count,threedssd_point_density_per_m3,object_count,object_mean_nearest_neighbor_2d_m
scene-0184,93032908bafd484ea10a39b0d5d3fff6,fe1537f61e2b4e75a93a2111a4bcbbc0,e0b89fe6bd594a24855eba5078b9109d,1532662952549496,False,34720,34000,0.3643689986282579,18867,0.022746672453703702,1.802088302326814,33979,0.4247375,5218,3.26125,6.511881947106171,15052,0.33598214285714284,2,54.33429742414723
scene-0184,93032908bafd484ea10a39b0d5d3fff6,197af4716b5f4d989c66fea0ec904771,e0b89fe6bd594a24855eba5078b9109d,1532662952599285,False,34752,34025,0.3646369170096022,18790,0.022653838734567902,1.810803618946248,34009,0.4251125,5233,3.270625,6.498948977641888,16704,0.37285714285714283,2,53.79774828678469
scene-0184,93032908bafd484ea10a39b0d5d3fff6,b5ca1f2603cb4ff08eafeb1a36f86909,e0b89fe6bd594a24855eba5078b9109d,1532662952649559,False,34720,33963,0.3639724794238683,18816,0.022685185185185187,1.8050063775510203,33954,0.424425,5278,3.29875,6.433118605532399,15100,0.33705357142857145,2,53.256160036111105
scene-0184,93032908bafd484ea10a39b0d5d3fff6,77439549bf52448291be00ef9e23e477,e0b89fe6bd594a24855eba5078b9109d,1532662952699319,False,34752,34005,0.36442258230452673,18671,0.022510368441358026,1.8212736329066466,33994,0.424925,5206,3.25375,6.5297733384556285,15006,0.3349553571428571,2,52.72030014688168
scene-0184,93032908bafd484ea10a39b0d5d3fff6,6ed0c83f069c47209b2378dac353935c,e0b89fe6bd594a24855eba5078b9109d,1532662952749641,False,34720,33938,0.363704561042524,18619,0.022447675540123457,1.8227616950426984,33931,0.4241375,5208,3.255,6.515168970814132,15020,0.3352678571428571,2,52.17858757468508
scene-0184,93032908bafd484ea10a39b0d5d3fff6,1a4695fc1d0b4fd2a96c222f6963b531,e0b89fe6bd594a24855eba5078b9109d,1532662952799409,False,34720,33947,0.36380101165980794,18614,0.02244164737654321,1.8237348232513162,33939,0.4242375,5246,3.27875,6.469500571864278,15078,0.3365625,2,51.64304218504346
scene-0184,93032908bafd484ea10a39b0d5d3fff6,15ff7eb141b2481aa007275f5c45c1cd,e0b89fe6bd594a24855eba5078b9109d,1532662952849177,False,34720,33924,0.3635545267489712,18713,0.0225610050154321,1.8128573718805108,33918,0.423975,5243,3.276875,6.4691970246042345,16251,0.3627455357142857,2,51.10770546621367
scene-0184,93032908bafd484ea10a39b0d5d3fff6,ce48cd9fcdad433caf42ccc668129d02,e0b89fe6bd594a24855eba5078b9109d,1532662952899490,False,34720,33918,0.36349022633744854,18642,0.022475405092592594,1.8194399742516898,33912,0.4239,5191,3.244375,6.532845309188981,18050,0.4029017857142857,2,50.56672524801437
scene-0184,93032908bafd484ea10a39b0d5d3fff6,58b5ff64f7694ac791d9dbf7e1649adf,e0b89fe6bd594a24855eba5078b9109d,1532662952949260,True,34720,33861,0.3628793724279835,18639,0.022471788194444446,1.8166747143087076,33849,0.4231125,5166,3.22875,6.552264808362369,18036,0.4025892857142857,2,50.03180701313907
scene-0184,93032908bafd484ea10a39b0d5d3fff6,7286745fedcb42a896f352a2e25bd823,ae7033439a7d4dc89e6a9567401aa2e3,1532662952999582,False,34688,33839,0.36264360425240055,18699,0.022544126157407408,1.80966896625488,33827,0.4228375,5247,3.279375,6.446922050695636,17965,0.4010044642857143,2,49.477168995784034
scene-0184,93032908bafd484ea10a39b0d5d3fff6,2bdba2f5f38744d181e30eaf5ecd1ac9,ae7033439a7d4dc89e6a9567401aa2e3,1532662953049347,False,34720,33867,0.3629436728395062,18692,0.022535686728395062,1.8118446394179328,33855,0.4231875,5214,3.25875,6.493095512082854,17972,0.40116071428571426,2,48.92898454600194
