scene,scene_token,frame_count,metric,valid_count,missing_count,min,max,range,mean,std,cov,p25,median,p75,iqr,variation_iqr_over_p50,p99,p99_minus_p50_over_p50
scene-0184,93032908bafd484ea10a39b0d5d3fff6,391,pointpillars_voxel_count,391,0,4379.0,7208.0,2829.0,5572.636828644501,831.0280485441995,0.14912653993035113,5060.5,5306.0,6183.0,1122.5,0.21155295891443648,7158.6,0.3491519035054656
scene-0184,93032908bafd484ea10a39b0d5d3fff6,391,pointpillars_voxel_density_pct,391,0,2.736875,4.505,1.768125,3.4828980179028135,0.5193925303401247,0.1491265399303511,3.1628125000000002,3.31625,3.864375,0.7015624999999996,0.21155295891443637,4.474125,0.34915190350546543
scene-0184,93032908bafd484ea10a39b0d5d3fff6,391,raw_point_count,391,0,34656.0,34816.0,160.0,34722.864450127876,28.395085119941804,0.000817763325969993,34688.0,34720.0,34752.0,64.0,0.0018433179723502304,34784.0,0.0018433179723502304
scene-0184,93032908bafd484ea10a39b0d5d3fff6,391,threedssd_point_count,391,0,14347.0,18218.0,3871.0,16141.058823529413,1341.9109457447662,0.08313648815829934,14682.0,16627.0,17378.0,2696.0,0.16214590725927708,18157.1,0.09202501954652063
scene-0184,93032908bafd484ea10a39b0d5d3fff6,391,threedssd_point_density_per_m3,391,0,0.3202455357142857,0.40665178571428573,0.08640625000000002,0.36029149159663865,0.029953369324659966,0.08313648815829937,0.32772321428571427,0.37113839285714284,0.3879017857142857,0.060178571428571415,0.16214590725927705,0.40529241071428573,0.09202501954652081
scene-0245,bcb05cffb5814973a6cff4fbdca2b99b,386,centerpoint_point_count,386,0,33157.0,34602.0,1445.0,33982.93523316062,329.523338354482,0.00969672972901212,33856.25,33989.0,34175.0,318.75,0.009378034069846128,34582.35,0.017457118479508035
scene-0245,bcb05cffb5814973a6cff4fbdca2b99b,386,centerpoint_point_density_per_m3,386,0,0.35533479080932784,0.3708204732510288,0.015485682441700954,0.36418612003987294,0.0035314143770842116,0.009696729729012117,0.36282846793552814,0.3642511145404664,0.36624442729766804,0.0034159593621398976,0.009378034069846072,0.3706098894032922,0.01745711847950817
scene-0245,bcb05cffb5814973a6cff4fbdca2b99b,386,centerpoint_points_per_voxel,386,0,2.209891196834817,3.5213172292763497,1.3114260324415326,2.9903319819592196,0.28105912293289204,0.09398927096674611,2.8998033224029,3.089625807843965,3.140327549728574,0.24052422732567402,0.07784898310825517,3.4752573429202966,0.12481496435499974
scene-0245,bcb05cffb5814973a6cff4fbdca2b99b,386,centerpoint_voxel_count,386,0,9680.0,15182.0,5502.0,11476.60103626943,1210.0958153298104,0.10544026158141702,10841.25,11030.5,11605.75,764.5,0.06930782829427497,15144.599999999999,0.3729749331399301
scene-0245,bcb05cffb5814973a6cff4fbdca2b99b,386,centerpoint_voxel_density_pct,386,0,0.011670524691358024,0.01830391589506173,0.006633391203703706,0.013836565678372674,0.0014589311045160717,0.10544026158141702,0.01307056568287037,0.013298731674382716,0.013992271894290123,0.0009217062114197528,0.06930782829427494,0.018258825231481483,0.3729749331399303
scene-0245,bcb05cffb5814973a6cff4fbdca2b99b,386,object_count,386,0,27.0,52.0,25.0,46.4559585492228,5.386548034581311,0.11594956175264252,45.0,48.0,50.0,5.0,0.10416666666666667,52.0,0.08333333333333333
scene-0245,bcb05cffb5814973a6cff4fbdca2b99b,386,object_mean_nearest_neighbor_2d_m,386,0,3.151558882123136,9.321759704761067,6.1702008226379315,5.0322490407285905,1.269786908701425,0.2523299022811438,4.015736208333206,4.790583467507529,5.430114126585135,1.4143779182519287,0.29524126400156614,9.129048836673963,0.9056235839730967
scene-0245,bcb05cffb5814973a6cff4fbdca2b99b,386,pointpillars_point_count,386,0,33111.0,34598.0,1487.0,33944.62176165803,343.46425769502565,0.010118370447803424,33794.5,33926.0,34170.25,375.75,0.011075576254200319,34578.2,0.019224193833637833
scene-0245,bcb05cffb5814973a6cff4fbdca2b99b,386,pointpillars_point_density_per_m3,386,0,0.4138875,0.432475,0.01858749999999998,0.4243077720207254,0.004293303221187821,0.010118370447803424,0.42243125,0.424075,0.42712812499999997,0.004696874999999989,0.011075576254200293,0.4322275,0.019224193833637934
scene-0245,bcb05cffb5814973a6cff4fbdca2b99b,386,pointpillars_points_per_voxel,386,0,6.586078431372549,11.398126463700235,4.812048032327686,9.314221393377098,1.016065176827782,0.10908750543016488,8.943978644392446,9.632896394475566,9.867520823887013,0.9235421794945662,0.09587377894194052,11.315565568862276,0.17467946352581093
scene-0245,bcb05cffb5814973a6cff4fbdca2b99b,386,pointpillars_voxel_count,386,0,2988.0,5100.0,2112.0,3692.9119170984454,451.9255091456246,0.12237646585968576,3452.0,3555.0,3758.25,306.25,0.08614627285513361,5064.549999999999,0.42462728551336126
scene-0245,bcb05cffb5814973a6cff4fbdca2b99b,386,pointpillars_voxel_density_pct,386,0,1.8675,3.1875,1.32,2.3080699481865286,0.28245344321601534,0.12237646585968574,2.1575,2.221875,2.34890625,0.19140625,0.08614627285513363,3.1653437499999995,0.4246272855133613
scene-0245,bcb05cffb5814973a6cff4fbdca2b99b,386,raw_point_count,386,0,34656.0,34784.0,128.0,34722.90155440415,25.743969517068358,0.000741411816542246,34720.0,34720.0,34752.0,32.0,0.0009216589861751152,34784.0,0.0018433179723502304
scene-0245,bcb05cffb5814973a6cff4fbdca2b99b,386,threedssd_point_count,386,0,10131.0,24755.0,14624.0,18586.124352331608,5123.55579854518,0.2756656364403607,12749.75,21535.0,22962.75,10213.0,0.474251218945902,24666.6,0.14541908521012298
scene-0245,bcb05cffb5814973a6cff4fbdca2b99b,386,threedssd_point_density_per_m3,386,0,0.22613839285714285,0.5525669642857143,0.3264285714285714,0.414868847150259,0.1143650847889549,0.27566563644036074,0.2845926339285714,0.48069196428571426,0.5125613839285714,0.22796875,0.47425121894590205,0.55059375,0.14541908521012312
scene-0252,7ca5e90766dc4b7bb6a9b3b0d95c99da,384,centerpoint_point_count,384,0,32755.0,33926.0,1171.0,33510.6640625,407.32078006794933,0.01215495996463288,33057.75,33754.5,33834.0,776.25,0.02299693374216771,33903.17,0.00440444977706671
scene-0252,7ca5e90766dc4b7bb6a9b3b0d95c99da,384,centerpoint_point_density_per_m3,384,0,0.3510266632373114,0.36357596021947874,0.012549296982167335,0.3591249149359139,0.004365148963348224,0.012154959964632886,0.35427115483539096,0.3617380401234568,0.3625900205761317,0.008318865740740755,0.02299693374216775,0.3633312971536351,0.00440444977706674
scene-0252,7ca5e90766dc4b7bb6a9b3b0d95c99da,384,centerpoint_points_per_voxel,384,0,1.724058335956353,2.087357032457496,0.3632986965011431,1.8964168521043014,0.12943820629017938,0.0682540898888091,1.7606539231239826,1.8959209705273148,2.0202879363478576,0.259634013223875,0.13694347879472143,2.083845582255925,0.09912048795807268
scene-0252,7ca5e90766dc4b7bb6a9b3b0d95c99da,384,centerpoint_voxel_count,384,0,16173.0,19062.0,2889.0,17740.401041666668,1028.7052646201673,0.05798658453120984,16763.75,17822.0,18790.0,2026.25,0.11369374929861968,18976.53,0.06478116934126354
scene-0252,7ca5e90766dc4b7bb6a9b3b0d95c99da,384,centerpoint_voxel_density_pct,384,0,0.019498697916666665,0.022981770833333335,0.00348307291666667,0.021388407891669885,0.0012402407221983112,0.05798658453120983,0.02021092544367284,0.0214867862654321,0.022653838734567902,0.002442913290895063,0.11369374929861972,0.022878725405092594,0.06478116934126357
scene-0252,7ca5e90766dc4b7bb6a9b3b0d95c99da,384,object_count,384,0,46.0,72.0,26.0,57.5,6.093456189498152,0.105973151121707,54.0,57.0,60.0,6.0,0.10526315789473684,72.0,0.2631578947368421
scene-0252,7ca5e90766dc4b7bb6a9b3b0d95c99da,384,object_mean_nearest_neighbor_2d_m,384,0,2.167873915603567,4.217109834114571,2.049235918511004,3.4408248514394657,0.430396157968463,0.1250851689787137,3.1203356000278255,3.5313785928721986,3.746954375615075,0.6266187755872497,0.1774431030567011,4.189784353388632,0.1864443993191134
scene-0252,7ca5e90766dc4b7bb6a9b3b0d95c99da,384,pointpillars_point_count,384,0,32661.0,33894.0,1233.0,33478.484375,414.3232996475812,0.012375808146111191,33047.5,33730.0,33801.0,753.5,0.02233916394900682,33869.02,0.004121553513192908
scene-0252,7ca5e90766dc4b7bb6a9b3b0d95c99da,384,pointpillars_point_density_per_m3,384,0,0.4082625,0.423675,0.015412500000000051,0.4184810546875,0.0051790412455947656,0.012375808146111191,0.41309375,0.421625,0.4225125,0.009418750000000031,0.022339163949006893,0.42336275,0.004121553513192961
scene-0252,7ca5e90766dc4b7bb6a9b3b0d95c99da,384,pointpillars_points_per_voxel,384,0,5.622122981793198,8.351358024691358,2.7292350428981598,7.380934895215359,0.9219443037503745,0.12490887900230886,6.546931791322032,7.81700326000316,8.192247175455705,1.6453153841336734,0.21047904541017273,8.334142187221245,0.06615564942439023
scene-0252,7ca5e90766dc4b7bb6a9b3b0d95c99da,384,pointpillars_voxel_count,384,0,4050.0,5822.0,1772.0,4606.671875,569.4376261209982,0.12361150122527409,4126.0,4318.5,5055.0,929.0,0.21512099108486743,5808.34,0.3449901586198912
scene-0252,7ca5e90766dc4b7bb6a9b3b0d95c99da,384,pointpillars_voxel_density_pct,384,0,2.53125,3.63875,1.1075,2.879169921875,0.35589851632562386,0.12361150122527409,2.57875,2.6990625,3.159375,0.580625,0.2151209910848674,3.6302125,0.344990158619891
scene-0252,7ca5e90766dc4b7bb6a9b3b0d95c99da,384,raw_point_count,384,0,34528.0,34784.0,256.0,34721.166666666664,30.702424804710276,0.0008842567157798157,34688.0,34720.0,34752.0,64.0,0.0018433179723502304,34784.0,0.0018433179723502304
scene-0252,7ca5e90766dc4b7bb6a9b3b0d95c99da,384,threedssd_point_count,384,0,13867.0,19479.0,5612.0,16602.036458333332,1957.4664904336908,0.11790520369873947,14626.75,16381.0,18511.25,3884.5,0.2371344850741713,19461.38,0.1880459068432941
scene-0252,7ca5e90766dc4b7bb6a9b3b0d95c99da,384,threedssd_point_density_per_m3,384,0,0.30953125,0.43479910714285713,0.12526785714285715,0.3705811709449405,0.043693448447180594,0.11790520369873946,0.32648995535714287,0.3656473214285714,0.41319754464285713,0.08670758928571426,0.23713448507417123,0.43440580357142855,0.188045906843294
scene-0398,b519ec833e23450a8bd3340b67f2516b,392,centerpoint_point_count,392,0,32629.0,33960.0,1331.0,33417.058673469386,319.596491651256,0.00956387259495676,33182.5,33512.0,33662.25,479.75,0.014315767486273574,33925.81,0.012348114108379018
scene-0398,b519ec833e23450a8bd3340b67f2516b,392,centerpoint_point_density_per_m3,392,0,0.3496763545953361,0.363940329218107,0.014263974622770903,0.3581217707633465,0.0034250309890609554,0.009563872594956757,0.35560806755829905,0.359139231824417,0.3607494212962963,0.005141353737997234,0.014315767486273513,0.3635739240397805,0.01234811410837912
scene-0398,b519ec833e23450a8bd3340b67f2516b,392,centerpoint_points_per_voxel,392,0,1.7084537572254335,3.2085321626264554,1.5000784054010219,1.98553661742493,0.26035482097352436,0.1311256708582802,1.8408775562954296,1.9171211225867584,2.018053892215569,0.17717633592013948,0.09241791446180336,3.1366711021573725,0.6361361132598048
scene-0398,b519ec833e23450a8bd3340b67f2516b,392,centerpoint_voxel_count,392,0,10478.0,19384.0,8906.0,17050.380102040817,1706.7726528995313,0.10010173630646756,16683.5,17235.5,18143.25,1459.75,0.08469438078384729,19328.09,0.12141162136288475
scene-0398,b519ec833e23450a8bd3340b67f2516b,392,centerpoint_voxel_density_pct,392,0,0.012632619598765433,0.023369984567901233,0.0107373649691358,0.02055649607209782,0.002057740949194072,0.10010173630646754,0.020114173418209876,0.020779682677469137,0.021874095775462964,0.0017599223572530888,0.0846943807838474,0.023302577642746913,0.12141162136288464
scene-0398,b519ec833e23450a8bd3340b67f2516b,392,object_count,392,0,27.0,38.0,11.0,33.48979591836735,3.1630678016024825,0.09444870339946473,30.0,34.0,36.0,6.0,0.17647058823529413,38.0,0.11764705882352941
scene-0398,b519ec833e23450a8bd3340b67f2516b,392,object_mean_nearest_neighbor_2d_m,392,0,4.768213845406632,7.7363324388520995,2.9681185934454675,5.652270376133266,0.6435240683403124,0.11385231517897573,5.223470147423781,5.481216714769239,5.973677210880329,0.7502070634565481,0.13686871045165963,7.730616072095475,0.41038321861370447
scene-0398,b519ec833e23450a8bd3340b67f2516b,392,pointpillars_point_count,392,0,32628.0,33937.0,1309.0,33394.51530612245,324.271608834839,0.009710325359188192,33129.25,33496.0,33648.0,518.75,0.015486923811798423,33902.26,0.012128612371626523
scene-0398,b519ec833e23450a8bd3340b67f2516b,392,pointpillars_point_density_per_m3,392,0,0.40785,0.4242125,0.016362500000000002,0.41743144132653065,0.0040533951104354884,0.009710325359188192,0.414115625,0.4187,0.4206,0.006484374999999987,0.015486923811798392,0.42377824999999997,0.012128612371626345
scene-0398,b519ec833e23450a8bd3340b67f2516b,392,pointpillars_points_per_voxel,392,0,6.406292483977471,12.953094963475586,6.546802479498115,8.932112541197249,1.400663079812639,0.1568120725474979,7.920435025328675,9.110018646772392,9.654422883375858,1.7339878580471835,0.19033856299092447,12.807732353552819,0.40589529507609706
scene-0398,b519ec833e23450a8bd3340b67f2516b,392,pointpillars_voxel_count,392,0,2601.0,5154.0,2553.0,3827.589285714286,580.3945062148571,0.15163447875169467,3485.0,3666.5,4204.0,719.0,0.1960998227192145,5126.63,0.39823537433519707
scene-0398,b519ec833e23450a8bd3340b67f2516b,392,pointpillars_voxel_density_pct,392,0,1.625625,3.22125,1.5956249999999998,2.392243303571429,0.36274656638428565,0.15163447875169464,2.178125,2.2915625,2.6275,0.44937499999999986,0.19609982271921444,3.2041437499999996,0.3982353743351969
scene-0398,b519ec833e23450a8bd3340b67f2516b,392,raw_point_count,392,0,34464.0,34816.0,352.0,34719.755102040814,45.22530022113318,0.0013025811987503004,34688.0,34720.0,34752.0,64.0,0.0018433179723502304,34816.0,0.0027649769585253456
scene-0398,b519ec833e23450a8bd3340b67f2516b,392,threedssd_point_count,392,0,13620.0,20848.0,7228.0,16953.038265306124,1858.7418915637893,0.10964063564745488,15352.5,17323.5,18616.25,3263.75,0.18840015008514446,20103.099999999995,0.16045256443559297
scene-0398,b519ec833e23450a8bd3340b67f2516b,392,threedssd_point_density_per_m3,392,0,0.3040178571428571,0.46535714285714286,0.16133928571428574,0.37841603270772595,0.04148977436526315,0.1096406356474549,0.34268973214285714,0.38668526785714286,0.41554129464285716,0.07285156250000002,0.18840015008514452,0.44872991071428564,0.16045256443559308
scene-0434,e0a212aafd574781b122a6ba66599a1e,398,centerpoint_point_count,398,0,31800.0,33374.0,1574.0,32889.26884422111,316.91334133125343,0.009635767302468857,32755.0,32986.5,33073.75,318.75,0.009663043972534218,33328.12,0.010356357903991106
scene-0434,e0a212aafd574781b122a6ba66599a1e,398,centerpoint_point_density_per_m3,398,0,0.34079218106995884,0.35766032235939643,0.016868141289437588,0.352465586893659,0.0033962763774354155,0.009635767302468859,0.3510266632373114,0.3535075874485597,0.35444262259945125,0.003415959362139842,0.009663043972534004,0.3571686385459534,0.010356357903990983
scene-0434,e0a212aafd574781b122a6ba66599a1e,398,centerpoint_points_per_voxel,398,0,1.7934091032682582,2.0002485707183695,0.20683946745011128,1.8969839439772203,0.05250482438754628,0.027678054183982476,1.8479681460721231,1.9096474839986324,1.936691228113461,0.08872308204133783,0.04646045031073461,1.9908636490298837,0.042529401741305595
scene-0434,e0a212aafd574781b122a6ba66599a1e,398,centerpoint_voxel_count,398,0,16076.0,18389.0,2313.0,17353.113065326634,575.0810297113094,0.03313993446284762,17034.25,17247.5,17855.25,821.0,0.04760110160892883,18334.15,0.06300333381649523
scene-0434,e0a212aafd574781b122a6ba66599a1e,398,centerpoint_voxel_density_pct,398,0,0.019381751543209876,0.0221703800154321,0.0027886284722222245,0.020921480836861777,0.0006933365037993216,0.03313993446284762,0.0205370490933642,0.020794150270061727,0.02152687355324074,0.0009898244598765399,0.04760110160892867,0.02210425106095679,0.0630033338164952
scene-0434,e0a212aafd574781b122a6ba66599a1e,398,object_count,398,0,1.0,3.0,2.0,1.4522613065326633,0.5027386426108227,0.34617643556939004,1.0,1.0,2.0,1.0,1.0,2.0,1.0
scene-0434,e0a212aafd574781b122a6ba66599a1e,398,object_mean_nearest_neighbor_2d_m,179,219,4.03465091426766,56.41327188509294,52.37862097082528,29.657533562948533,17.529014938323886,0.5910476304820934,13.153709887037191,28.373221530168273,47.577057894245925,34.42334800720873,1.2132336812937357,56.08695381758381,0.9767566315283753
scene-0434,e0a212aafd574781b122a6ba66599a1e,398,pointpillars_point_count,398,0,31726.0,33231.0,1505.0,32810.20603015075,301.9265739282306,0.009202215117173507,32675.25,32914.0,32991.0,315.75,0.009593182232484657,33197.15,0.008602722245852873
scene-0434,e0a212aafd574781b122a6ba66599a1e,398,pointpillars_point_density_per_m3,398,0,0.396575,0.4153875,0.01881250000000001,0.41012757537688443,0.003774082174102882,0.009202215117173505,0.408440625,0.411425,0.4123875,0.003946875000000016,0.009593182232484697,0.414964375,0.008602722245852856
scene-0434,e0a212aafd574781b122a6ba66599a1e,398,pointpillars_points_per_voxel,398,0,5.586546927275929,7.3036069926975,1.7170600654215704,6.597314890971483,0.4174926877045312,0.06328221323433807,6.287255599891902,6.602755302805278,6.958970322942456,0.6717147230505534,0.10173248776388327,7.262665212776784,0.09994462610043016
scene-0434,e0a212aafd574781b122a6ba66599a1e,398,pointpillars_voxel_count,398,0,4519.0,5681.0,1162.0,4991.288944723618,285.5206993849629,0.05720380097144886,4738.0,4971.0,5197.5,459.5,0.09243612955139811,5658.33,0.13826795413397705
scene-0434,e0a212aafd574781b122a6ba66599a1e,398,pointpillars_voxel_density_pct,398,0,2.824375,3.550625,0.7262500000000003,3.1195555904522614,0.1784504371156018,0.05720380097144886,2.9612499999999997,3.106875,3.2484374999999996,0.28718749999999993,0.09243612955139809,3.5364562499999996,0.13826795413397694
scene-0434,e0a212aafd574781b122a6ba66599a1e,398,raw_point_count,398,0,34656.0,34816.0,160.0,34720.6432160804,38.020205441549514,0.0010950317136965066,34688.0,34720.0,34752.0,64.0,0.0018433179723502304,34816.0,0.0027649769585253456
scene-0434,e0a212aafd574781b122a6ba66599a1e,398,threedssd_point_count,398,0,12375.0,17355.0,4980.0,14828.01256281407,1784.5733376159167,0.12035148541020922,13257.75,13814.5,16924.0,3666.25,0.26539143653407654,17351.0,0.2559991313474972
scene-0434,e0a212aafd574781b122a6ba66599a1e,398,threedssd_point_density_per_m3,398,0,0.27622767857142855,0.3873883928571429,0.11116071428571433,0.3309824232770998,0.03983422628606958,0.12035148541020924,0.29593191964285714,0.308359375,0.3777678571428571,0.08183593749999996,0.2653914365340764,0.38729910714285715,0.25599913134749724
scene-0539,2f0e54af35964a3fb347359836bec035,396,centerpoint_point_count,396,0,33070.0,34020.0,950.0,33521.46464646464,237.6904473261968,0.007090693972742773,33370.0,33488.0,33682.5,312.5,0.009331700907787864,33976.4,0.01458432871476354
scene-0539,2f0e54af35964a3fb347359836bec035,396,centerpoint_point_density_per_m3,396,0,0.35440243484224965,0.3645833333333333,0.010180898491083668,0.3592406619348492,0.00254726559634556,0.007090693972742775,0.35761745541838136,0.3588820301783265,0.3609664351851852,0.003348979766803817,0.009331700907787796,0.36411608367626885,0.01458432871476345
scene-0539,2f0e54af35964a3fb347359836bec035,396,centerpoint_points_per_voxel,396,0,1.8494793654255028,2.100810250612399,0.25133088518689606,1.9676744473880705,0.0624645452763708,0.031745365885747744,1.9146903511662172,1.968620430529457,2.027568563279509,0.11287821211329163,0.05733873852103284,2.0877419227179512,0.06051013711996106
scene-0539,2f0e54af35964a3fb347359836bec035,396,centerpoint_voxel_count,396,0,15916.0,18343.0,2427.0,17055.863636363636,630.7525740635443,0.036981567601112854,16481.5,16973.5,17547.0,1065.5,0.06277432468259346,18257.25,0.07563260376469202
scene-0539,2f0e54af35964a3fb347359836bec035,396,centerpoint_voxel_density_pct,396,0,0.019188850308641977,0.022114920910493826,0.002926070601851849,0.020563107200476993,0.0007604559390233704,0.036981567601112854,0.0198706356095679,0.020463806905864197,0.02115523726851852,0.0012846016589506196,0.06277432468259357,0.022011537905092592,0.07563260376469202
scene-0539,2f0e54af35964a3fb347359836bec035,396,object_count,396,0,23.0,59.0,36.0,43.042929292929294,11.870542246983696,0.27578379171637096,32.0,46.0,55.0,23.0,0.5,59.0,0.2826086956521739
scene-0539,2f0e54af35964a3fb347359836bec035,396,object_mean_nearest_neighbor_2d_m,396,0,3.2562342939791695,10.771217370374085,7.514983076394916,6.042061924414181,2.2469677749293497,0.3718875779558,3.867266139283415,5.522380320677298,7.860012750060693,3.992746610777278,0.7230118859846262,10.7437315517257,0.9454892506222795
scene-0539,2f0e54af35964a3fb347359836bec035,396,pointpillars_point_count,396,0,32979.0,33989.0,1010.0,33468.330808080806,247.61292528467465,0.007398424698996026,33315.0,33442.5,33631.25,316.25,0.00945652986469313,33945.0,0.015025790535994617
scene-0539,2f0e54af35964a3fb347359836bec035,396,pointpillars_point_density_per_m3,396,0,0.4122375,0.4248625,0.012624999999999997,0.4183541351010101,0.003095161566058434,0.0073984246989960275,0.4164375,0.41803124999999997,0.420390625,0.003953125000000002,0.009456529864693135,0.4243125,0.015025790535994657
scene-0539,2f0e54af35964a3fb347359836bec035,396,pointpillars_points_per_voxel,396,0,4.987741840200856,6.215921684521611,1.2281798443207546,5.492501902025429,0.24171354802582434,0.044007913394930175,5.317582921564121,5.5268897776352235,5.636520716490421,0.3189377949262999,0.05770655970323386,6.106035242299452,0.1047868671106421
scene-0539,2f0e54af35964a3fb347359836bec035,396,pointpillars_voxel_count,396,0,5414.0,6771.0,1357.0,6104.964646464647,266.37303675432975,0.04363219972266096,5952.5,6053.5,6265.0,312.5,0.05162302800033039,6723.05,0.1106054348723879
scene-0539,2f0e54af35964a3fb347359836bec035,396,pointpillars_voxel_density_pct,396,0,3.38375,4.231875,0.8481249999999996,3.8156029040404045,0.16648314797145608,0.043632199722660955,3.7203125,3.7834375,3.915625,0.1953125,0.05162302800033039,4.20190625,0.11060543487238804
scene-0539,2f0e54af35964a3fb347359836bec035,396,raw_point_count,396,0,34560.0,34784.0,224.0,34721.61616161616,33.38381240543619,0.000961470579308492,34688.0,34720.0,34752.0,64.0,0.0018433179723502304,34784.0,0.0018433179723502304
scene-0539,2f0e54af35964a3fb347359836bec035,396,threedssd_point_count,396,0,13805.0,20151.0,6346.0,16218.901515151516,2501.553777336557,0.15423694231077445,14231.0,14484.0,19527.0,5296.0,0.36564484948909143,20031.1,0.3829812206572769
scene-0539,2f0e54af35964a3fb347359836bec035,396,threedssd_point_density_per_m3,396,0,0.30814732142857143,0.44979910714285715,0.14165178571428572,0.36202905167748917,0.05583825395840528,0.15423694231077445,0.31765625,0.32330357142857147,0.4358705357142857,0.11821428571428572,0.3656448494890914,0.44712276785714283,0.38298122065727674
scene-0738,d3d94f2ce3dc4db4b3ba6f4aa81c3987,396,centerpoint_point_count,396,0,32917.0,34266.0,1349.0,33717.81060606061,314.4521080726759,0.009325994257057565,33572.0,33693.0,33975.5,403.5,0.011975781319561927,34234.2,0.016062683643486692
scene-0738,d3d94f2ce3dc4db4b3ba6f4aa81c3987,396,centerpoint_point_density_per_m3,396,0,0.3527627743484225,0.3672196502057613,0.014456875857338791,0.361344849601987,0.0033698999922054614,0.009325994257057569,0.35978223593964337,0.3610789609053498,0.36410643861454045,0.004324202674897082,0.011975781319561823,0.36687885802469133,0.0160626836434867
scene-0738,d3d94f2ce3dc4db4b3ba6f4aa81c3987,396,centerpoint_points_per_voxel,396,0,1.8524626209322779,2.439754741194924,0.587292120262646,1.9940049867760117,0.10216527458870739,0.0512362181971733,1.9375642151165582,1.9712750049037964,2.021440671982876,0.08387645686631795,0.04254934327157024,2.413692982115517,0.2244323983772685
scene-0738,d3d94f2ce3dc4db4b3ba6f4aa81c3987,396,centerpoint_voxel_count,396,0,14026.0,18192.0,4166.0,16948.881313131315,787.9964451249693,0.04649253426032674,16651.75,17047.5,17444.75,793.0,0.04651708461651269,18145.2,0.06439067311922574
scene-0738,d3d94f2ce3dc4db4b3ba6f4aa81c3987,396,centerpoint_voxel_density_pct,396,0,0.01691020447530864,0.02193287037037037,0.005022665895061729,0.02043412581154913,0.0009500342943732751,0.04649253426032675,0.02007589457947531,0.020553023726851853,0.02103196132330247,0.0009560667438271615,0.04651708461651273,0.02187644675925926,0.06439067311922568
scene-0738,d3d94f2ce3dc4db4b3ba6f4aa81c3987,396,object_count,396,0,38.0,61.0,23.0,51.906565656565654,5.663444478124626,0.10910844141753112,47.0,53.0,57.0,10.0,0.18867924528301888,61.0,0.1509433962264151
